City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
181,Tagusao,PH,2021-06-06 23:11:42,9.1924,117.8141,80.91,82,100,4.56
182,Turukhansk,RU,2021-06-06 23:11:42,65.8167,87.9833,33.85,80,74,7.14
183,Kalmar,SE,2021-06-06 23:11:42,56.6616,16.3616,58.96,93,20,3.44
184,Saint Anthony,US,2021-06-06 23:11:43,45.0205,-93.218,91.96,38,20,3.0
185,Ancud,CL,2021-06-06 23:11:43,-41.8697,-73.8203,52.23,85,100,16.35
186,Marabba,SD,2021-06-06 23:11:43,12.35,32.1833,80.89,51,99,20.62
187,Airai,TL,2021-06-06 23:11:43,-8.9266,125.4092,59.95,72,47,2.55
188,Krasnoborsk,RU,2021-06-06 23:11:44,61.5598,45.934,55.65,82,97,7.05
189,Klaksvik,FO,2021-06-06 23:06:58,62.2266,-6.589,49.12,99,100,15.57
190,Mananjary,MG,2021-06-06 23:11:44,-21.2167,48.3333,66.97,79,95,7.07
191,Truckee,US,2021-06-06 23:11:45,39.328,-120.1833,80.62,30,1,19.57
192,Kaeo,NZ,2021-06-06 23:11:45,-35.1,173.7833,60.33,96,100,13.8
193,Boende,CD,2021-06-06 23:11:45,-0.2167,20.8667,70.25,98,100,1.59
194,Matara,LK,2021-06-06 23:11:45,5.9485,80.5353,78.22,90,96,9.71
195,Fare,PF,2021-06-06 23:11:46,-16.7,-151.0167,80.69,73,49,9.66
196,Russell,US,2021-06-06 23:11:44,32.3502,-85.1999,87.51,83,75,4.25
197,Rabo De Peixe,PT,2021-06-06 23:11:46,37.8,-25.5833,63.91,88,20,2.95
198,Tatawin,TN,2021-06-06 23:11:46,32.9297,10.4518,79.36,34,84,12.48
199,Namatanai,PG,2021-06-06 23:11:47,-3.6667,152.4333,82.0,77,95,2.73
200,Karasjok,NO,2021-06-06 23:11:47,69.4719,25.5112,39.31,59,29,6.67
201,Codrington,AU,2021-06-06 23:11:47,-38.2667,141.9667,57.27,62,100,22.57
202,Herat,AF,2021-06-06 23:11:47,34.5,62.0,76.84,33,0,9.73
203,Matay,EG,2021-06-06 23:11:48,28.419,30.7792,71.37,47,0,16.13
204,Shillong,IN,2021-06-06 23:11:48,25.5689,91.8831,54.63,98,100,5.41
205,Pitimbu,BR,2021-06-06 23:11:48,-7.4706,-34.8086,75.79,84,35,11.59
206,Sao Sebastiao,BR,2021-06-06 23:11:49,-23.76,-45.4097,69.06,93,38,5.21
207,Mezen,RU,2021-06-06 23:08:26,65.8522,44.24,34.03,80,9,5.28
208,Mackay,AU,2021-06-06 23:11:49,-21.15,149.2,67.05,77,90,14.03
209,Padang,ID,2021-06-06 23:11:49,-0.9492,100.3543,75.6,78,78,3.83
210,Brest,BY,2021-06-06 23:11:50,52.1,23.7,55.63,88,48,7.05
211,Bathsheba,BB,2021-06-06 23:11:50,13.2167,-59.5167,81.21,65,20,20.87
212,Clyde River,CA,2021-06-06 23:11:51,70.4692,-68.5914,34.03,93,90,11.5
